http://ted.europa.eu/udl?uri=TED:NOTICE:488952-2017:TEXT:PL:HTML&src=0 	  488952-2017 	  Norwegia-Oslo: System pozyskiwania danych 	  NO 	  07/12/2017 	6816000	 NOK 	 bez Vat 	  Wartosc bez VAT: 6 816 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:201731-2014:TEXT:PL:HTML&src=0 	  201731-2014 	  Francja-Nicea: Pakiety oprogramowania i systemy informatyczne 	  FR 	  17/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:201486-2014:TEXT:PL:HTML&src=0 	  201486-2014 	  Zjednoczone Królestwo-Bath: Pakiety oprogramowania do zarz¹dzania relacjami z klientami 	  UK 	  17/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:200623-2014:TEXT:PL:HTML&src=0 	  200623-2014 	  Republika Czeska-Ostrava: Analityczne, naukowe, matematyczne lub prognozuj¹ce pakiety oprogramowania 	  CZ 	  17/06/2014 	9324107	 CZK 	 z Vat 	  Wartosc: 9 324 107 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:199468-2014:TEXT:PL:HTML&src=0 	  199468-2014 	  Niemcy-Poczdam: Systemy baz danych 	  DE 	  14/06/2014 	509345,18	 EUR 	 z Vat 	  Wartosc: 509 345,18 EUR£¹cznie z VAT. Stawka VAT (%) 19
http://ted.europa.eu/udl?uri=TED:NOTICE:199397-2014:TEXT:PL:HTML&src=0 	  199397-2014 	  Francja-Nîmes: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  FR 	  14/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:199389-2014:TEXT:PL:HTML&src=0 	  199389-2014 	  Zjednoczone Królestwo-Londyn: Pakiety oprogramowania dla sprzeda¿y lub marketingu 	  UK 	  14/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:199294-2014:TEXT:PL:HTML&src=0 	  199294-2014 	  Niemcy-Berlin: Us³ugi opracowywania oprogramowania do planowania zasobów przedsiêbiorstwa 	  DE 	  14/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:197727-2014:TEXT:PL:HTML&src=0 	  197727-2014 	  Polska-Ustrzyki Dolne: Urz¹dzenia komputerowe 	  PL 	  13/06/2014 	2165456,07	 PLN 	 z Vat 	  Wartosc: 2 165 456,07 PLN£¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:197689-2014:TEXT:PL:HTML&src=0 	  197689-2014 	  Francja-La Rochelle: Systemy baz danych 	  FR 	  13/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:197096-2014:TEXT:PL:HTML&src=0 	  197096-2014 	  Polska-Opole: Systemy informacji medycznej 	  PL 	  13/06/2014 	746610	 PLN 	 z Vat 	  Wartosc: 746 610 PLN£¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:195806-2014:TEXT:PL:HTML&src=0 	  195806-2014 	  Polska-P³oñsk: Komputer biurkowy 	  PL 	  12/06/2014 	934378,11	 PLN 	 z Vat 	  Wartosc: 934 378,11 PLN£¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:195731-2014:TEXT:PL:HTML&src=0 	  195731-2014 	  Francja-Bouguenais: Elektroniczne tablice informacyjne 	  FR 	  12/06/2014 	22290,45	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 22 290,45 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:195340-2014:TEXT:PL:HTML&src=0 	  195340-2014 	  Szwajcaria-Berno: Elektroniczne tablice informacyjne 	  CH 	  11/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:195270-2014:TEXT:PL:HTML&src=0 	  195270-2014 	  Polska-Warszawa: Komputerowy system steruj¹cy 	  PL 	  11/06/2014 	6750000	 PLN 	 z Vat 	  Wartosc: 6 750 000 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:195265-2014:TEXT:PL:HTML&src=0 	  195265-2014 	  Polska-Warszawa: Sprzêt telemetryczny 	  PL 	  11/06/2014 	2986245	 PLN 	 z Vat 	  Wartosc: 2 986 245 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:195255-2014:TEXT:PL:HTML&src=0 	  195255-2014 	  S³owacja-Bratys³awa: Us³ugi instalowania urz¹dzeñ do mierzenia, kontroli, badania i nawigacji 	  SK 	  11/06/2014 	6999562,4	 EUR 	 z Vat 	  Wartosc: 6 999 562,40 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:195005-2014:TEXT:PL:HTML&src=0 	  195005-2014 	  W³ochy-Rzym: System zarz¹dzania baz¹ danych 	  IT 	  11/06/2014 	6172040,73	 EUR 	 z Vat 	  Wartosc: 6 172 040,73 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:194877-2014:TEXT:PL:HTML&src=0 	  194877-2014 	  Zjednoczone Królestwo-Belfast: Pakiety oprogramowania do zamówieñ 	  UK 	  11/06/2014 	116800	 GBP 	 z Vat 	  Wartosc: 116 800 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:194127-2014:TEXT:PL:HTML&src=0 	  194127-2014 	  Niderlandy-Breda: Pakiety oprogramowania do automatyzacji prac biurowych 	  NL 	  11/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:193267-2014:TEXT:PL:HTML&src=0 	  193267-2014 	  Szwecja-Sztokholm: System automatyzacji 	  SE 	  07/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:192787-2014:TEXT:PL:HTML&src=0 	  192787-2014 	  Polska-Katowice: Pakiety oprogramowania i systemy informatyczne 	  PL 	  07/06/2014 	92000	 PLN 	 z Vat 	  Wartosc: 92 000 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:191860-2014:TEXT:PL:HTML&src=0 	  191860-2014 	  Polska-Gdañsk: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  PL 	  07/06/2014 	44658,16	 PLN 	 z Vat 	  Wartosc: 44 658,16 PLN£¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:189946-2014:TEXT:PL:HTML&src=0 	  189946-2014 	  S³owenia-Nova Gorica: Urz¹dzenia komputerowe 	  SI 	  06/06/2014 	45901,64	 EUR 	 z Vat 	  Pocz¹tkowa szacunkowa ca³kowita opisWartosci zamówienia Wartosc: 45 901,64 EURCa³kowita koncowa opisWartosci zamówienia Wartosc: 55 465,20 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:189077-2014:TEXT:PL:HTML&src=0 	  189077-2014 	  Wêgry-Székesfehérvár: System informacji pasa¿erskiej czasu rzeczywistego 	  HU 	  05/06/2014 	317984000	 HUF 	 z Vat 	  Wartosc: 317 984 000 HUF
http://ted.europa.eu/udl?uri=TED:NOTICE:188930-2014:TEXT:PL:HTML&src=0 	  188930-2014 	  Francja-Marsylia: Pakiety oprogramowania do zarz¹dzania projektami 	  FR 	  05/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:188789-2014:TEXT:PL:HTML&src=0 	  188789-2014 	  Francja-Carcassonne: Komputerowe us³ugi pokrewne 	  FR 	  05/06/2014 	263166,01	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 263 166,01 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:188132-2014:TEXT:PL:HTML&src=0 	  188132-2014 	  Zjednoczone Królestwo-Colwyn Bay: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  UK 	  05/06/2014 	97852	 GBP 	 z Vat 	  Wartosc: 97 852 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:188088-2014:TEXT:PL:HTML&src=0 	  188088-2014 	  Rumunia-Bucuresti: Pakiety oprogramowania i systemy informatyczne 	  RO 	  05/06/2014 	785670,84	 EUR 	 z Vat 	  Wartosc: 785 670,84 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:187036-2014:TEXT:PL:HTML&src=0 	  187036-2014 	  S³owacja-Bratys³awa: Us³ugi doradcze w zakresie zarz¹dzania finansami 	  SK 	  04/06/2014 	308000	 EUR 	 z Vat 	  Wartosc: 308 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:186448-2014:TEXT:PL:HTML&src=0 	  186448-2014 	  Zjednoczone Królestwo-Southampton: System informacji klinicznej 	  UK 	  04/06/2014 	850000	 GBP 	 z Vat 	  Wartosc: 850 000 GBP£¹cznie z VAT. Stawka VAT (%) 20
http://ted.europa.eu/udl?uri=TED:NOTICE:186367-2014:TEXT:PL:HTML&src=0 	  186367-2014 	  Estonia-Tartu: Analityczne lub naukowe pakiety oprogramowania 	  EE 	  04/06/2014 	72000	 EUR 	 z Vat 	  Wartosc: 72 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:185460-2014:TEXT:PL:HTML&src=0 	  185460-2014 	  Zjednoczone Królestwo-Londyn: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  UK 	  03/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:185354-2014:TEXT:PL:HTML&src=0 	  185354-2014 	  Niemcy-Hamburg: Pakiety oprogramowania dla baz danych i operacyjne 	  DE 	  03/06/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:184860-2014:TEXT:PL:HTML&src=0 	  184860-2014 	  Polska-Warszawa: Centralne jednostki przetwarzaj¹ce (CPU) lub procesory 	  PL 	  03/06/2014 	411225,84	 PLN 	 z Vat 	  Wartosc: 411 225,84 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:184174-2014:TEXT:PL:HTML&src=0 	  184174-2014 	  Szwajcaria-Lozanna: Systemy informacji finansowej 	  CH 	  31/05/2014 	25500	 CHF 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 25 500 CHF
http://ted.europa.eu/udl?uri=TED:NOTICE:184172-2014:TEXT:PL:HTML&src=0 	  184172-2014 	  Szwajcaria-Lozanna: Systemy informacji finansowej 	  CH 	  31/05/2014 	350000	 CHF 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 350 000 CHF
http://ted.europa.eu/udl?uri=TED:NOTICE:184171-2014:TEXT:PL:HTML&src=0 	  184171-2014 	  Szwajcaria-Lozanna: Systemy informacji finansowej 	  CH 	  31/05/2014 	2300	 CHF 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 2 300 CHF
http://ted.europa.eu/udl?uri=TED:NOTICE:183689-2014:TEXT:PL:HTML&src=0 	  183689-2014 	  Francja-Lyon: Pakiety oprogramowania do rachunkowoœci/ksiêgowoœci 	  FR 	  31/05/2014 	78000	 EUR 	 z Vat 	  Wartosc: 78 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:183641-2014:TEXT:PL:HTML&src=0 	  183641-2014 	  Szwecja-Hässleholm: Systemy informacji finansowej 	  SE 	  31/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:183613-2014:TEXT:PL:HTML&src=0 	  183613-2014 	  Irlandia-Naas: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  IE 	  31/05/2014 	  	  	 z Vat 	  
http://ted.europa.eu/udl?uri=TED:NOTICE:182814-2014:TEXT:PL:HTML&src=0 	  182814-2014 	  Szwecja-Växjö: System zarz¹dzania dokumentacj¹ 	  SE 	  31/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:182702-2014:TEXT:PL:HTML&src=0 	  182702-2014 	  Irlandia-Naas: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  IE 	  31/05/2014 	  	  	 z Vat 	  
http://ted.europa.eu/udl?uri=TED:NOTICE:182696-2014:TEXT:PL:HTML&src=0 	  182696-2014 	  Szwecja-Klippan: Pakiety oprogramowania do opracowywania harmonogramów 	  SE 	  31/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:182678-2014:TEXT:PL:HTML&src=0 	  182678-2014 	  Francja-Rueil-Malmaison: System informacji ruchu pasa¿erskiego 	  FR 	  31/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:181465-2014:TEXT:PL:HTML&src=0 	  181465-2014 	  Niemcy-Wetzlar: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  DE 	  30/05/2014 	685460	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 685 460 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:181403-2014:TEXT:PL:HTML&src=0 	  181403-2014 	  Niemcy-Stuttgart: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  DE 	  30/05/2014 	380000	 EUR 	 z Vat 	  Wartosc: 380 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:181260-2014:TEXT:PL:HTML&src=0 	  181260-2014 	  Zjednoczone Królestwo-Chelmsford: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  UK 	  30/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:181200-2014:TEXT:PL:HTML&src=0 	  181200-2014 	  Szwecja-Ludvika: Pakiety oprogramowania i systemy informatyczne 	  SE 	  30/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:180691-2014:TEXT:PL:HTML&src=0 	  180691-2014 	  Niemcy-Frankfurt nad Menem: System zarz¹dzania dokumentacj¹ 	  DE 	  30/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:180689-2014:TEXT:PL:HTML&src=0 	  180689-2014 	  Estonia-Tallinn: Analityczne lub naukowe pakiety oprogramowania 	  EE 	  30/05/2014 	12375	 EUR 	 z Vat 	  Wartosc: 12 375 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:180686-2014:TEXT:PL:HTML&src=0 	  180686-2014 	  Republika Czeska-Ostrava: Elektroniczne zarz¹dzanie danymi (EDM) 	  CZ 	  30/05/2014 	692770	 CZK 	 z Vat 	  Wartosc: 692 770 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:180616-2014:TEXT:PL:HTML&src=0 	  180616-2014 	  Szwecja-Kristianstad: Systemy aktowe 	  SE 	  30/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:179361-2014:TEXT:PL:HTML&src=0 	  179361-2014 	  Polska-Toruñ: Serwery 	  PL 	  28/05/2014 	2440000,2	 PLN 	 z Vat 	  Wartosc: 2 440 000,20 PLN£¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:179350-2014:TEXT:PL:HTML&src=0 	  179350-2014 	  Francja-Béthune: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  FR 	  28/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:179282-2014:TEXT:PL:HTML&src=0 	  179282-2014 	  Zjednoczone Królestwo-Inverness: Systemy informacji finansowej 	  UK 	  28/05/2014 	782458	 GBP 	 z Vat 	  Wartosc: 782 458 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:179275-2014:TEXT:PL:HTML&src=0 	  179275-2014 	  Francja-Courbevoie: Ocena ryzyka lub zagro¿enia innego ni¿ powodowanego przez bran¿ê budowlan¹ 	  FR 	  28/05/2014 	127400	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 127 400 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:178652-2014:TEXT:PL:HTML&src=0 	  178652-2014 	  Francja-Tourcoing: Urz¹dzenia sterylizuj¹ce, dezynfekcyjne i higieniczne 	  FR 	  28/05/2014 	105451	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 105 451 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:178565-2014:TEXT:PL:HTML&src=0 	  178565-2014 	  Polska-Katowice: Skanery komputerowe 	  PL 	  28/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:178472-2014:TEXT:PL:HTML&src=0 	  178472-2014 	  Francja-Tours: Pakiety oprogramowania dla baz danych 	  FR 	  28/05/2014 	110000	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia Wartosc: 110 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:177534-2014:TEXT:PL:HTML&src=0 	  177534-2014 	  Wêgry-Budapeszt: System informacji ruchu pasa¿erskiego 	  HU 	  27/05/2014 	466545420	 HUF 	 z Vat 	  Wartosc: 466 545 420 HUF
http://ted.europa.eu/udl?uri=TED:NOTICE:177299-2014:TEXT:PL:HTML&src=0 	  177299-2014 	  Francja-Wersal: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  FR 	  27/05/2014 	450000	 EUR 	 z Vat 	  Pocz¹tkowa szacunkowa ca³kowita opisWartosci zamówienia Wartosc: 450 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:177294-2014:TEXT:PL:HTML&src=0 	  177294-2014 	  Polska-Lublin: Us³ugi skanowania 	  PL 	  27/05/2014 	116 374,58	 PLN 	 z Vat 	  Najnizsza oferta 116 374,58 i najwyzsza oferta 2 029 426,20 PLN£¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:177164-2014:TEXT:PL:HTML&src=0 	  177164-2014 	  Francja-Montpellier: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  FR 	  27/05/2014 	  	  	 z Vat 	  Jezeli jest to opisWartosci roczna lub miesieczna,:liczbe lat: 4
http://ted.europa.eu/udl?uri=TED:NOTICE:176563-2014:TEXT:PL:HTML&src=0 	  176563-2014 	  Republika Czeska-Opava: Modele samolotów w skali 	  CZ 	  27/05/2014 	936100	 CZK 	 z Vat 	  Wartosc: 936 100 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:176456-2014:TEXT:PL:HTML&src=0 	  176456-2014 	  Niemcy-Berlin: Urz¹dzenia medyczne, farmaceutyki i produkty do pielêgnacji cia³a 	  DE 	  27/05/2014 	100 952,69	 EUR 	 z Vat 	  Najnizsza oferta 100 952,69 i najwyzsza oferta 306 345,87 EUR£¹cznie z VAT. Stawka VAT (%) 19
http://ted.europa.eu/udl?uri=TED:NOTICE:175450-2014:TEXT:PL:HTML&src=0 	  175450-2014 	  Francja-Lyon: Us³ugi dostawy oprogramowania 	  FR 	  24/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:175298-2014:TEXT:PL:HTML&src=0 	  175298-2014 	  Republika Czeska-Brno: Systemy operacyjne 	  CZ 	  24/05/2014 	8579995,2	 CZK 	 z Vat 	  Wartosc: 8 579 995,20 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:174589-2014:TEXT:PL:HTML&src=0 	  174589-2014 	  Hiszpania-Tarragona: System automatyzacji 	  ES 	  24/05/2014 	200206,61	 EUR 	 z Vat 	  Wartosc: 200 206,61 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:174519-2014:TEXT:PL:HTML&src=0 	  174519-2014 	  Polska-Katowice: Skanery komputerowe 	  PL 	  24/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:173741-2014:TEXT:PL:HTML&src=0 	  173741-2014 	  Niemcy-Düsseldorf: System pozyskiwania danych 	  DE 	  23/05/2014 	338041	 EUR 	 z Vat 	  Wartosc: 338 041 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:173602-2014:TEXT:PL:HTML&src=0 	  173602-2014 	  Polska-Warszawa: Us³ugi programowania oprogramowania aplikacyjnego 	  PL 	  23/05/2014 	1591506	 PLN 	 z Vat 	  Wartosc: 1 591 506 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:173525-2014:TEXT:PL:HTML&src=0 	  173525-2014 	  S³owacja-Bratys³awa: Us³ugi bazy danych 	  SK 	  23/05/2014 	1012699	 EUR 	 z Vat 	  Wartosc: 1 012 699 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:173393-2014:TEXT:PL:HTML&src=0 	  173393-2014 	  Francja-Nîmes: Pakiety oprogramowania do analizy finansowej 	  FR 	  23/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:172948-2014:TEXT:PL:HTML&src=0 	  172948-2014 	  Polska-Lublin: Pakiety oprogramowania i systemy informatyczne 	  PL 	  23/05/2014 	422286	 PLN 	 z Vat 	  Wartosc: 422 286 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:172818-2014:TEXT:PL:HTML&src=0 	  172818-2014 	  Republika Czeska-Praga: Sprzêt laboratoryjny, optyczny i precyzyjny (z wyj¹tkiem szklanego) 	  CZ 	  23/05/2014 	14292316,21	 CZK 	 z Vat 	  Wartosc: 14 292 316,21 CZK£¹cznie z VAT. Stawka VAT (%) 21
http://ted.europa.eu/udl?uri=TED:NOTICE:171900-2014:TEXT:PL:HTML&src=0 	  171900-2014 	  Hiszpania-Saragossa: Pakiety oprogramowania do automatyzacji prac biurowych 	  ES 	  22/05/2014 	245000	 EUR 	 z Vat 	  Wartosc: 245 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:171886-2014:TEXT:PL:HTML&src=0 	  171886-2014 	  Francja-Nantes: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  FR 	  22/05/2014 	451337	 EUR 	 z Vat 	  Wartosc: 451 337 EUR£¹cznie z VAT. Stawka VAT (%) 20
http://ted.europa.eu/udl?uri=TED:NOTICE:171852-2014:TEXT:PL:HTML&src=0 	  171852-2014 	  Francja-Saint-André: Pakiety oprogramowania do rachunkowoœci/ksiêgowoœci 	  FR 	  22/05/2014 	209040	 EUR 	 z Vat 	  Pocz¹tkowa szacunkowa ca³kowita opisWartosci zamówienia Wartosc: 209 040 EUR£¹cznie z VAT. Stawka VAT (%) 8,50
http://ted.europa.eu/udl?uri=TED:NOTICE:171727-2014:TEXT:PL:HTML&src=0 	  171727-2014 	  Niderlandy-Almere: Pakiety oprogramowania do automatyzacji prac biurowych 	  NL 	  22/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:171291-2014:TEXT:PL:HTML&src=0 	  171291-2014 	  Republika Czeska-Plzeò: Systemy informacyjne 	  CZ 	  22/05/2014 	35958000	 CZK 	 z Vat 	  Wartosc: 35 958 000 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:171276-2014:TEXT:PL:HTML&src=0 	  171276-2014 	  Bu³garia-Sofia: System zarz¹dzania baz¹ danych 	  BG 	  22/05/2014 	899986	 BGN 	 z Vat 	  Wartosc: 899 986 BGN£¹cznie z VAT. Stawka VAT (%) 20
http://ted.europa.eu/udl?uri=TED:NOTICE:170361-2014:TEXT:PL:HTML&src=0 	  170361-2014 	  Francja-Tuluza: Us³ugi w zakresie konserwacji i napraw oprogramowania 	  FR 	  21/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:170164-2014:TEXT:PL:HTML&src=0 	  170164-2014 	  Irlandia-Dublin: Us³ugi e-learning 	  IE 	  21/05/2014 	  	  	 z Vat 	  
http://ted.europa.eu/udl?uri=TED:NOTICE:170140-2014:TEXT:PL:HTML&src=0 	  170140-2014 	  Francja-Fort-de-France: Pakiety oprogramowania do systemów finansowych 	  FR 	  21/05/2014 	781290	 EUR 	 z Vat 	  Wartosc: 781 290 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:168576-2014:TEXT:PL:HTML&src=0 	  168576-2014 	  Norwegia-Oslo: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  NO 	  20/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:168125-2014:TEXT:PL:HTML&src=0 	  168125-2014 	  Francja-Neuilly-sur-Seine: Pakiety oprogramowania do zarz¹dzania dokumentami 	  FR 	  20/05/2014 	85828,14	 EUR 	 z Vat 	  Wartosc: 85 828,14 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:168072-2014:TEXT:PL:HTML&src=0 	  168072-2014 	  Portugalia-Porto: Komputerowy system steruj¹cy 	  PT 	  20/05/2014 	312000	 EUR 	 z Vat 	  Pocz¹tkowa szacunkowa ca³kowita opisWartosci zamówienia Wartosc: 312 000 EURCa³kowita koncowa opisWartosci zamówienia Wartosc: 307 222,30 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:167548-2014:TEXT:PL:HTML&src=0 	  167548-2014 	  Rumunia-Magurele: Analityczne, naukowe, matematyczne lub prognozuj¹ce pakiety oprogramowania 	  RO 	  20/05/2014 	597600	 EUR 	 z Vat 	  Wartosc: 597 600 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:166543-2014:TEXT:PL:HTML&src=0 	  166543-2014 	  Niemcy-Hanower: Pakiety oprogramowania statystycznego 	  DE 	  17/05/2014 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:166092-2014:TEXT:PL:HTML&src=0 	  166092-2014 	  Niderlandy-Haga: Pakiety oprogramowania dla wywiadu gospodarczego 	  NL 	  17/05/2014 	160000	 EUR 	 z Vat 	  Wartosc: 160 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:165212-2014:TEXT:PL:HTML&src=0 	  165212-2014 	  Zjednoczone Królestwo-Southgate: Przemys³owe specyficzne pakiety oprogramowania 	  UK 	  16/05/2014 	1652158	 EUR 	 z Vat 	  Wartosc: 1 652 158 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:165088-2014:TEXT:PL:HTML&src=0 	  165088-2014 	  Zjednoczone Królestwo-Swindon: System zarz¹dzania salami operacyjnymi 	  UK 	  16/05/2014 	3465000	 GBP 	 z Vat 	  Wartosc: 3 465 000 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:164633-2014:TEXT:PL:HTML&src=0 	  164633-2014 	  Chorwacja-Zagrzeb: Pakiety oprogramowania statystycznego 	  HR 	  16/05/2014 	3624827,11	 HRK 	 z Vat 	  Wartosc: 3 624 827,11 HRK£¹cznie z VAT. Stawka VAT (%) 25
